0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,10,0
0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0
0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,10,0 ,0 ,8 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,13,0 ,0 ,0 ,0 ,10,9 ,0 ,0 ,0 ,0 ,0 ,10,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,3 ,0
0 ,0 ,0 ,10,0 ,0 ,4 ,20,2 ,2 ,2 ,6 ,0 ,0 ,13,0 ,0 ,0 ,0 ,0 ,0 ,10,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,5 ,2 ,2 ,7 ,0 ,0 ,0 ,12,8 ,12,0 ,0 ,0 ,0 ,8 ,0 ,0 ,0 ,3 ,0
0 ,1 ,0 ,0 ,0 ,0 ,29,20,20,20,20,20,0 ,2 ,0 ,0 ,4 ,2 ,6 ,9 ,9 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,10,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,3 ,0
0 ,8 ,0 ,0 ,0 ,0 ,2 ,2 ,2 ,31,2 ,2 ,2 ,3 ,0 ,0 ,3 ,3 ,3 ,2 ,2 ,3 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,4 ,2, 6 ,0 ,0 ,0 ,0 ,0 ,13,0 ,0 ,0 ,3 ,0
0 ,0 ,0 ,0 ,0 ,4 ,3 ,3 ,3 ,3 ,3 ,3 ,3 ,3 ,6 ,0 ,32,20,20,20,0 ,0 ,0 ,0 ,0 ,4 ,2 ,2 ,2 ,2 ,2 ,6 ,0 ,0 ,4 ,2 ,3 ,3 ,3 ,0 ,4 ,2 ,2 ,2 ,2 ,6 ,9 ,0 ,0 ,0
0 ,0 ,0 ,0 ,4 ,3 ,3 ,3 ,3 ,3 ,3 ,3 ,3 ,3 ,3 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,6 ,11,0 ,3 ,3 ,3 ,3 ,3 ,3 ,3 ,0 ,11,3 ,3 ,3 ,33,3 ,2 ,3 ,33,30,3 ,3 ,3 ,2 ,11,2 ,0
0 ,2 ,2 ,2 ,3 ,3 ,3 ,3 ,3 ,3 ,3 ,3 ,3 ,3 ,3 ,3 ,32,20,20,20,20,20,3 ,3 ,0 ,3 ,3 ,30,20,20,20,3 ,0 ,0 ,3 ,3 ,3 ,20,20,20,20,20,20,3 ,3 ,3 ,3 ,3 ,3 ,0
31,20,30,20,20,20,20,20,20,20,20,3 ,3 ,3 ,3 ,3 ,20,20,20,20,20,20,3 ,3 ,0 ,3 ,3 ,20,20,20,20,3 ,0 ,0 ,3 ,3 ,3 ,20,20,20,20,20,20,3 ,20,20,20,3 ,3 ,0
3 ,20,20,30,20,20,20,20,20,20,20,3 ,3 ,3 ,3 ,3 ,20,24,26,20,20,20,3 ,3 ,0 ,3 ,3 ,20,20,20,2 ,3 ,9 ,9 ,3 ,20,20,20,20,20,20,20,25,3 ,20,20,20,3 ,3 ,0
3 ,20,20,20,30,20,20,20,20,20,20,3 ,3 ,3 ,3 ,3 ,20,20,3 ,20,20,2 ,20,3 ,9 ,3 ,20,20,20,20,3 ,3 ,2 ,2 ,3 ,20,25,26,20,31,20,20,20,20,20,20,20,20,20,0
3 ,20,20,20,20,20,20,20,20,20,20,20,20,20,20,3 ,2 ,20,3 ,26,20,3 ,33,3 ,31,3 ,20,2 ,33,20,32,20,20,20,20,20,20,3 ,20,3 ,2 ,2 ,2 ,2 ,2 ,29,2 ,2 ,2 ,2
3 ,20,20,20,20,20,20,20,20,20,20,30,30,30,20,20,20,20,3 ,3 ,20,20,20,20,20,20,20,3 ,20,24,2 ,2 ,26,20,24,2 ,2 ,3 ,20,3 ,3 ,3 ,3 ,3 ,3 ,3 ,3 ,3 ,3 ,3
3 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,3 ,3 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,3 ,31,3 ,3 ,3 ,3 ,2 ,3 ,3 ,3 ,3 ,20,3 ,3 ,3 ,3 ,3 ,3 ,3 ,3 ,3 ,3 ,3


